UNIPROT_AC	DO_ID
Q96PZ2	DOID:0080723|DOID:0080724
Q96Q05	DOID:0050889
Q96Q11	DOID:0080209
Q96Q42	DOID:0060194
Q96Q45	DOID:0110983
Q96QK1	DOID:0060897
Q96QS3	DOID:0050453|DOID:0050709|DOID:0060309|DOID:0080468|DOID:0112021|DOID:0112151|DOID:14744
Q96QT4	DOID:0111246
Q96QU1	DOID:0050439|DOID:0110481|DOID:0110826|DOID:0110831|DOID:0110832
Q96RJ3	DOID:12177
Q96RK0	DOID:0080236
Q96RK4	DOID:0110126
Q96RL7	DOID:0050766
Q96RN1	DOID:0070168
Q96RP9	DOID:0060286|DOID:0111474
Q96RQ3	DOID:0050710|DOID:0080579
Q96RR1	DOID:0080126|DOID:0111520
Q96RT7	DOID:0080105
Q96RW7	DOID:0110014|DOID:10871
Q96RY7	DOID:0110097
Q96S06	DOID:0111422
Q96S42	DOID:758
Q96S44	DOID:0080246
Q96S66	DOID:0110355
Q96SD1	DOID:0060010|DOID:0090012
Q96SL4	DOID:9206
Q96SN8	DOID:0070286
Q96ST3	DOID:0060395
Q96SW2	DOID:0060308
Q96T52	DOID:11119
Q96T60	DOID:0080457
Q96T83	DOID:0111844
Q96TA2	DOID:0111436
Q99062	DOID:0090120|DOID:0112129
Q99081	DOID:2340
Q99217	DOID:0110058
Q99250	DOID:0060169|DOID:0080421
Q99259	DOID:10970
Q99424	DOID:0111067
Q99453	DOID:0060731
Q99456	DOID:0060451|DOID:0080670
Q99497	DOID:0060370|DOID:0060892|DOID:14330
Q99502	DOID:0060232|DOID:0111423
Q99519	DOID:3343
Q99567	DOID:0111379
Q99574	DOID:0050831
Q99581	DOID:9007
Q99592	DOID:0070052
Q99593	DOID:0060468
Q99608	DOID:11983
Q99612	DOID:10283|DOID:10534
Q99622	DOID:0111621
Q99643	DOID:0050773|DOID:0080533
Q99650	DOID:0050639
Q99684	DOID:0112131
Q99697	DOID:0080609|DOID:0110120|DOID:0111548
Q99698	DOID:2935
Q99700	DOID:0050955
Q99707	DOID:0050733|DOID:0080074
Q99708	DOID:0070013
Q99714	DOID:0060810
Q99720	DOID:0060207|DOID:0111065
Q99732	DOID:0110151
Q99741	DOID:0080516
Q99743	DOID:1595
Q99757	DOID:0111501
Q99758	DOID:12120
Q99797	DOID:0111488
Q99798	DOID:0050883|DOID:0111442
Q99807	DOID:0070245
Q99814	DOID:0080339
Q99895	DOID:4989
Q99958	DOID:0111509
Q99959	DOID:0110077
Q99967	DOID:0110113|DOID:1657
Q99972	DOID:1068|DOID:11211
Q99986	DOID:0060265
Q9BPX6	DOID:0111335
Q9BQ52	DOID:0111496|DOID:10283
Q9BQ65	DOID:0060551
Q9BQ87	DOID:0111758
Q9BQB4	DOID:0060251|DOID:0060756|DOID:0080036|DOID:0080807
Q9BQB6	DOID:0080665|DOID:0112174
Q9BQL6	DOID:0060472
Q9BQP7	DOID:0080129
Q9BQS8	DOID:0110238
Q9BR39	DOID:0110323
Q9BRK0	DOID:0110817
Q9BRP0	DOID:0060457|DOID:0110855
Q9BRQ4	DOID:0111852
Q9BRT2	DOID:0080116
Q9BSA9	DOID:0060892|DOID:14330
Q9BSI4	DOID:0070018|DOID:0070026
Q9BSQ5	DOID:0060670
Q9BSV6	DOID:0060269
Q9BT09	DOID:0080432
Q9BT22	DOID:0080563
Q9BT40	DOID:0080197
Q9BTV4	DOID:0070252|DOID:0110074
Q9BU61	DOID:0112070
Q9BUB7	DOID:0060331
Q9BUE6	DOID:0080274
Q9BUL8	DOID:0060671
Q9BUM1	DOID:0112136
Q9BUN5	DOID:0110123|DOID:1935
Q9BUR4	DOID:0070019
Q9BV10	DOID:0080559
Q9BV36	DOID:0060834
Q9BVA1	DOID:0090132
Q9BVK2	DOID:0080560
Q9BVV6	DOID:0110096|DOID:0110992
Q9BW27	DOID:0080392
Q9BW83	DOID:0110141
Q9BW92	DOID:0111465
Q9BWF2	DOID:0070005
Q9BWP8	DOID:0060576
Q9BWT1	DOID:0090010
Q9BX26	DOID:0070188|DOID:0111910
Q9BX63	DOID:0111097|DOID:1612
Q9BX79	DOID:0111807
Q9BX84	DOID:0060879|DOID:0060883
Q9BXB1	DOID:11476
Q9BXB7	DOID:0070167
Q9BXC9	DOID:0110124|DOID:0110401
Q9BXJ0	DOID:0060869
Q9BXJ9	DOID:0080233
Q9BXL6	DOID:0080475|DOID:9212
Q9BXL7	DOID:0111957|DOID:0111958
Q9BXM0	DOID:0050540|DOID:0110193
Q9BXM7	DOID:0060369|DOID:0060892|DOID:14330
Q9BXN2	DOID:2058
Q9BXS0	DOID:0080143
Q9BXT5	DOID:0111920
Q9BY32	DOID:0080458
Q9BY41	DOID:0060814|DOID:0080509
Q9BY79	DOID:0060837|DOID:0080634
Q9BYB0	DOID:0070091|DOID:0080354
Q9BYE0	DOID:0050568
Q9BYI3	DOID:0060793
Q9BYJ1	DOID:0060711
Q9BYN7	DOID:0080595
Q9BYT9	DOID:0090052
Q9BYV8	DOID:0110984
Q9BYV9	DOID:0111954
Q9BYW2	DOID:0050387|DOID:9119|DOID:9952
Q9BYX4	DOID:0050629|DOID:0110756
Q9BZ11	DOID:2841
Q9BZ23	DOID:0110734|DOID:3981
Q9BZ71	DOID:0111010
Q9BZD2	DOID:0111278
Q9BZE0	DOID:0111116
Q9BZH6	DOID:0090087
Q9BZI7	DOID:0060821
Q9BZK7	DOID:0070071
Q9BZR6	DOID:5419
Q9BZS1	DOID:0090110
Q9BZV2	DOID:0050659
Q9BZV3	DOID:0050661|DOID:0110371
Q9BZW7	DOID:0111924
Q9C004	DOID:0090079
Q9C040	DOID:0110161
Q9C056	DOID:0080252
Q9C093	DOID:0111917
Q9C0A6	DOID:0070053
Q9C0B1	DOID:9970
Q9C0K0	DOID:0111979
Q9C0K1	DOID:0070266
Q9GZN7	DOID:0111668
Q9GZR5	DOID:0050817|DOID:0050981
Q9GZS0	DOID:0110622
Q9GZT5	DOID:0050591|DOID:0111647
Q9GZT9	DOID:0080338
Q9GZU1	DOID:0080490
Q9GZU5	DOID:0050534|DOID:0110870
Q9GZV3	DOID:0110661|DOID:0111201
Q9GZV9	DOID:0050948
Q9GZX3	DOID:2565
Q9GZX7	DOID:0060758
Q9GZZ9	DOID:0080424|DOID:0111615
Q9H015	DOID:7148
Q9H040	DOID:0111264
Q9H061	DOID:0111437
Q9H078	DOID:0110003
Q9H082	DOID:0060247
Q9H091	DOID:0070179
Q9H0B6	DOID:0060491
Q9H0F7	DOID:0110125|DOID:0110370
Q9H0J4	DOID:0111914
Q9H0R6	DOID:0112117
Q9H0U3	DOID:0080319|DOID:0111839
Q9H0W5	DOID:0060241
Q9H161	DOID:0060285|DOID:0111687
Q9H173	DOID:0080195
Q9H1B5	DOID:2738
Q9H1P3	DOID:0110588
Q9H1R3	DOID:0080326|DOID:0110307
Q9H1X1	DOID:0110601
Q9H1Y0	DOID:0080259
Q9H211	DOID:0080515
Q9H221	DOID:0060262|DOID:0090019
Q9H237	DOID:2120
Q9H244	DOID:0060692
Q9H251	DOID:0050439|DOID:0110467|DOID:0110826|DOID:0110831|DOID:0112008
Q9H257	DOID:2058
Q9H267	DOID:0050763|DOID:0111353
Q9H270	DOID:0060796
Q9H2B4	DOID:0080652
Q9H2C0	DOID:0090068
Q9H2C2	DOID:0080417
Q9H2D6	DOID:0110486
Q9H2F3	DOID:0111071
Q9H2I8	DOID:0070100
Q9H2M9	DOID:0110717|DOID:0111586
Q9H2P0	DOID:0070058
Q9H2X9	DOID:0080460|DOID:0111315
Q9H324	DOID:0050475
Q9H334	DOID:0111331
Q9H3D4	DOID:0050601|DOID:0060330|DOID:0060783|DOID:0080401|DOID:0090023|DOID:0090119
Q9H3H1	DOID:0111464
Q9H3H5	DOID:0080562|DOID:0110676
Q9H3J6	DOID:0110807|DOID:0111487
Q9H3L0	DOID:0050716
Q9H3S1	DOID:0110357|DOID:0111017
Q9H3U7	DOID:701
Q9H3Z4	DOID:0110720
Q9H444	DOID:0110265
Q9H488	DOID:0060256
Q9H4A3	DOID:0070155
Q9H4B7	DOID:0090102
Q9H4F8	DOID:0060861
Q9H4G0	DOID:0070041
Q9H4L7	DOID:0080725|DOID:0111357
Q9H4Q4	DOID:0070153
Q9H4Z2	DOID:0070294
Q9H553	DOID:0080561|DOID:0110669
Q9H582	DOID:11830
Q9H5I5	DOID:0111607|DOID:0111608
Q9H5K3	DOID:0050588|DOID:0111235
Q9H5V9	DOID:0112054
Q9H5Y7	DOID:0111628
Q9H649	DOID:0112112
Q9H694	DOID:0111682
Q9H6I2	DOID:9620
Q9H6K4	DOID:0110004|DOID:0111433
Q9H6L2	DOID:0110989
Q9H6L5	DOID:0070150
Q9H6S3	DOID:0080261
Q9H6U8	DOID:0080564
Q9H799	DOID:0060376|DOID:0110986
Q9H816	DOID:0070025
Q9H845	DOID:0112072
Q9H892	DOID:0111857
Q9H8M5	DOID:0060884
Q9H8P0	DOID:0050807|DOID:0080568
Q9H902	DOID:0110782|DOID:0111205
Q9H936	DOID:0080440
Q9H9B1	DOID:0060352|DOID:0080597
Q9H9C1	DOID:0111354
Q9H9D4	DOID:0110395|DOID:0111410
Q9H9E3	DOID:0070262|DOID:0111673
Q9H9J2	DOID:0111469
Q9H9P8	DOID:0050574
Q9H9S5	DOID:0110299|DOID:0110635|DOID:0111241
Q9H9T3	DOID:0060193|DOID:332
Q9H9Y6	DOID:0080792
Q9HA77	DOID:0111489
Q9HAB3	DOID:0080786
Q9HAN9	DOID:0110005
Q9HAV0	DOID:0110206
Q9HAY6	DOID:9969
Q9HB96	DOID:0111084
Q9HBA0	DOID:0050690|DOID:0110182|DOID:0111215|DOID:0111514|DOID:0111539|DOID:0111552|DOID:0111553|DOID:0111554
Q9HBE4	DOID:12177
Q9HBE5	DOID:0111982
Q9HBG4	DOID:14219
Q9HBG6	DOID:0050577|DOID:0080803
Q9HC07	DOID:0070263
Q9HC10	DOID:0110535
Q9HC23	DOID:0090077
Q9HC29	DOID:0050589|DOID:0050678|DOID:0110892
Q9HC77	DOID:0070010|DOID:0070290
Q9HC84	DOID:0050156
Q9HC96	DOID:9352
Q9HCC0	DOID:0080580
Q9HCE0	DOID:0060356
Q9HCG7	DOID:0110798
Q9HCJ1	DOID:0080033|DOID:0080801|DOID:1156
Q9HCJ5	DOID:0060342
Q9HCK4	DOID:9620
Q9HCM3	DOID:0112143
Q9HCN6	DOID:0111057
Q9HCR9	DOID:0060280
Q9HD34	DOID:0111476
Q9HD40	DOID:0060270
Q9HD42	DOID:0060277
Q9NP08	DOID:0060482
Q9NP58	DOID:0060304
Q9NP59	DOID:0111028
Q9NP70	DOID:0110065
Q9NP72	DOID:0110718
Q9NP73	DOID:0080470
Q9NP85	DOID:0080379
Q9NPB3	DOID:0110537
Q9NPC2	DOID:0050675
Q9NPC6	DOID:0110322
Q9NPD8	DOID:0111081
Q9NPE3	DOID:0070015
Q9NPF0	DOID:0060741
Q9NPF4	DOID:0080245
Q9NPI0	DOID:0110985
Q9NPI8	DOID:0111088
Q9NPJ1	DOID:0110128|DOID:0111255
Q9NPL8	DOID:0112071
Q9NPP4	DOID:0090065
Q9NQ11	DOID:0060556
Q9NQ38	DOID:0050474
Q9NQ40	DOID:0050694|DOID:0080632|DOID:0080785
Q9NQ48	DOID:0110139
Q9NQ66	DOID:0080459
Q9NQ86	DOID:0060668
Q9NQB0	DOID:9352
Q9NQC7	DOID:0050693
Q9NQG7	DOID:0060542
Q9NQH7	DOID:0111117
Q9NQM4	DOID:0111850
Q9NQT5	DOID:0060266
Q9NQV8	DOID:0111445
Q9NQW6	DOID:0111133
Q9NQW8	DOID:0050817|DOID:0110008
Q9NQX1	DOID:0080729
Q9NQX3	DOID:0111166
Q9NQZ3	DOID:0070187
Q9NQZ6	DOID:0060815
Q9NR23	DOID:0060838|DOID:0080592
Q9NR28	DOID:0110585
Q9NR45	DOID:0080576
Q9NR48	DOID:0080231
Q9NR50	DOID:0060868
Q9NR56	DOID:11555|DOID:11722
Q9NR82	DOID:0080237
Q9NR90	DOID:0070187
Q9NR99	DOID:1324
Q9NRA2	DOID:3659
Q9NRG9	DOID:0050602
Q9NRI5	DOID:0070085
Q9NRM1	DOID:0110052|DOID:0110056|DOID:2187
Q9NRN9	DOID:0080765
Q9NRR5	DOID:0060193|DOID:332
Q9NRR6	DOID:0050777|DOID:0110980
Q9NRW7	DOID:0112132
Q9NRZ9	DOID:0090011
Q9NS15	DOID:0090143|DOID:0111727
Q9NS56	DOID:0110391
Q9NSB8	DOID:0110589
Q9NSC2	DOID:0050887
Q9NSK7	DOID:0110738|DOID:0110795
Q9NST1	DOID:0080208
Q9NTN3	DOID:0050775
Q9NTQ9	DOID:0080248
Q9NTZ6	DOID:0080281
Q9NU63	DOID:0060334
Q9NUM4	DOID:0060213|DOID:0060672
Q9NUN5	DOID:0050717
Q9NUQ7	DOID:0111367
Q9NUW8	DOID:0090115
Q9NVC6	DOID:0111262
Q9NVR5	DOID:0110612
Q9NVS9	DOID:0111329
Q9NVV0	DOID:0110343
Q9NVV4	DOID:0050943
Q9NVV9	DOID:0090039
Q9NVW2	DOID:0112042
Q9NW08	DOID:0060797
Q9NW15	DOID:0050999
Q9NW38	DOID:0111082
Q9NWS8	DOID:0111481
Q9NWW5	DOID:0110729|DOID:0110730
Q9NX14	DOID:0111876|DOID:0112098
Q9NX18	DOID:0050773
Q9NX24	DOID:0070017
Q9NX46	DOID:0070352
Q9NXB0	DOID:0050778|DOID:0070115|DOID:0110135|DOID:0110997
Q9NXL9	DOID:0080496
Q9NXN4	DOID:0111616
Q9NXR8	DOID:5520
Q9NY46	DOID:0080420
Q9NY72	DOID:0110224
Q9NYC9	DOID:0111853
Q9NYJ7	DOID:0050568
Q9NYK1	DOID:0112063
Q9NYL2	DOID:0111221
Q9NYP7	DOID:0050985
Q9NYQ8	DOID:0080287
Q9NZ01	DOID:0060308
Q9NZ42	DOID:2280
Q9NZ71	DOID:0070022
Q9NZA1	DOID:0110464
Q9NZB8	DOID:0111164|DOID:0111165
Q9NZC7	DOID:0080060|DOID:0080452|DOID:5041
Q9NZC9	DOID:0060490
Q9NZD8	DOID:0060245
Q9NZJ4	DOID:0050946
Q9NZJ5	DOID:0090060
Q9NZK5	DOID:13096
Q9NZN1	DOID:0112022
Q9NZN9	DOID:0110332
Q9NZR4	DOID:10126
Q9NZU0	DOID:0090093
Q9NZV5	DOID:0080102|DOID:0110633
Q9NZW4	DOID:4154|DOID:701
Q9P032	DOID:0112077
Q9P0J0	DOID:0112095|DOID:8161
Q9P0J1	DOID:3649
Q9P0K1	DOID:0080434
Q9P0K9	DOID:0080435
Q9P0N5	DOID:0070116|DOID:0110988
Q9P0W8	DOID:0110331|DOID:10584
Q9P202	DOID:0110490|DOID:0110840
Q9P212	DOID:0080382
Q9P219	DOID:0050986|DOID:10908
Q9P225	DOID:0112163
Q9P267	DOID:0060307|DOID:0070031
Q9P2D1	DOID:0050834|DOID:0090084
Q9P2H3	DOID:0110086
Q9P2J5	DOID:0080716|DOID:0080717
Q9P2L0	DOID:0080804|DOID:0110090
Q9P2R7	DOID:0080124
Q9P2W1	DOID:0080495
Q9UBB4	DOID:0050960
Q9UBC1	DOID:7148
Q9UBC3	DOID:0090007|DOID:0090008|DOID:0111193
Q9UBD9	DOID:0080330
Q9UBF9	DOID:0080091|DOID:0080094
Q9UBG3	DOID:5041
Q9UBH0	DOID:0080474
Q9UBL9	DOID:0110567
Q9UBM7	DOID:14692
Q9UBN7	DOID:0112106
Q9UBP0	DOID:0110792
Q9UBQ7	DOID:0111671
Q9UBR4	DOID:9406
Q9UBV7	DOID:0080738
Q9UBX0	DOID:0060857|DOID:9406
Q9UBX1	DOID:0110727
Q9UBX2	DOID:0111192
Q9UBX5	DOID:0070135|DOID:0070136
Q9UBY8	DOID:0110723|DOID:0110724
Q9UDR5	DOID:9274
Q9UDY2	DOID:0070224
Q9UDY8	DOID:0111988
Q9UET6	DOID:0112034
Q9UFE4	DOID:0110598
Q9UFH2	DOID:0111926
Q9UG01	DOID:0110091|DOID:0110363
Q9UGJ0	DOID:0090101|DOID:0110312|DOID:384
Q9UGJ1	DOID:0080107
Q9UGM3	DOID:3070
Q9UHC1	DOID:0070276|DOID:9256
Q9UHC6	DOID:0090130
Q9UHD2	DOID:0110069|DOID:1067
Q9UHD8	DOID:10383
Q9UHD9	DOID:0060206
Q9UHF0	DOID:0090089
Q9UHF7	DOID:0080376|DOID:14743|DOID:4998
Q9UHG0	DOID:0110517|DOID:0111126|DOID:4428
Q9UHK6	DOID:0060602|DOID:0111068
Q9UHN1	DOID:0111525
Q9UHP9	DOID:0111735
Q9UHW9	DOID:0090003
Q9UHX3	DOID:1554
Q9UI09	DOID:0112087
Q9UI10	DOID:0060868
Q9UI33	DOID:0070149|DOID:0111731
Q9UI46	DOID:0110594|DOID:9562
Q9UI47	DOID:0110084
Q9UI95	DOID:0111080
Q9UIF7	DOID:0080410|DOID:10534
Q9UJ55	DOID:0111715
Q9UJ90	DOID:0111860
Q9UJ98	DOID:5426
Q9UJJ9	DOID:0080678
Q9UJQ4	DOID:0060747|DOID:0111381
Q9UJS0	DOID:0070341|DOID:0070342
Q9UJV3	DOID:0112048
Q9UJY1	DOID:0110174|DOID:0111208
Q9UK05	DOID:1270
Q9UK17	DOID:0050970|DOID:0110226
Q9UK53	DOID:5520
Q9UKA2	DOID:0080131
Q9UKG1	DOID:0111111
Q9UKM7	DOID:0050889
Q9UKN7	DOID:0110488
Q9UKX2	DOID:0080719
Q9UKY4	DOID:0050588|DOID:0080571|DOID:0110298|DOID:0111240
Q9UL01	DOID:0080737
Q9UL17	DOID:0111579
Q9UL45	DOID:0060547
Q9UL68	DOID:0070069
Q9ULB1	DOID:0111332
Q9ULC3	DOID:0060234
Q9ULD2	DOID:684
Q9ULD6	DOID:0080289|DOID:0110090
Q9ULK4	DOID:0060308
Q9ULL8	DOID:0112126
Q9ULM3	DOID:0111693
Q9ULP9	DOID:0080449|DOID:0110532|DOID:0110586|DOID:0111627|DOID:0111645
Q9ULT0	DOID:14671
Q9ULV0	DOID:0060775
Q9ULV1	DOID:0050535|DOID:0111412
Q9ULV5	DOID:0110255
Q9UM01	DOID:0060439
Q9UM07	DOID:7148
Q9UM47	DOID:0080109|DOID:0111035|DOID:0111343|DOID:13945
Q9UM63	DOID:0060334
Q9UMD9	DOID:0060738|DOID:0070337
Q9UMR3	DOID:0110109
Q9UMS0	DOID:0070330|DOID:0080133
Q9UMX1	DOID:0050902|DOID:0080278|DOID:2512
Q9UMX6	DOID:0110382
Q9UMX9	DOID:0070098
Q9UMZ3	DOID:0080269|DOID:0110529
Q9UNA1	DOID:0050458
Q9UNE0	DOID:0111663|DOID:0111665
Q9UNE7	DOID:0080029|DOID:0111746
Q9UNF1	DOID:0110147
Q9UNH5	DOID:0110491
Q9UNP4	DOID:0060470
Q9UNW1	DOID:3962
Q9UP52	DOID:0111030
Q9UP83	DOID:0070261
Q9UPI3	DOID:0111666
Q9UPM8	DOID:0060243|DOID:0110803
Q9UPM9	DOID:0110996
Q9UPP1	DOID:0060812
Q9UPQ8	DOID:0080565
Q9UPS8	DOID:1588
Q9UPV0	DOID:0111123
Q9UPW6	DOID:0110213
Q9UPY3	DOID:0050489|DOID:4769
Q9UPZ3	DOID:0060543
Q9UPZ9	DOID:0060641|DOID:0111325
Q9UQ13	DOID:0080692
Q9UQ90	DOID:0110816
Q9UQB9	DOID:0070183
Q9UQD0	DOID:0080445
Q9UQE7	DOID:0080507
Q9UQF2	DOID:9352
Q9UQM7	DOID:0080228
Q9UQN3	DOID:0111227
Q9UQQ2	DOID:10608|DOID:9744
Q9Y210	DOID:0111129
Q9Y215	DOID:0110667
Q9Y223	DOID:0080718|DOID:3659
Q9Y238	DOID:1324|DOID:5041
Q9Y250	DOID:5041
Q9Y252	DOID:5041
Q9Y253	DOID:0110847
Q9Y259	DOID:0110632
Q9Y276	DOID:0050677|DOID:0080111|DOID:0111455
Q9Y281	DOID:0110934
Q9Y283	DOID:0111113
Q9Y287	DOID:0070029|DOID:0070030
Q9Y2B1	DOID:0111239
Q9Y2B2	DOID:0112152
Q9Y2H9	DOID:0111403
Q9Y2I7	DOID:0060448
Q9Y2I8	DOID:0111675
Q9Y2M0	DOID:0060911
Q9Y2Q9	DOID:0112114
Q9Y2R2	DOID:12306|DOID:7148|DOID:9074|DOID:9744
Q9Y2R9	DOID:0111497
Q9Y2T1	DOID:9256
Q9Y2U8	DOID:0111536
Q9Y2V0	DOID:0111397
Q9Y2V3	DOID:0060842
Q9Y2V7	DOID:0070264
Q9Y2Y0	DOID:0110419
Q9Y2Y6	DOID:0080634
Q9Y2Z2	DOID:0111480
Q9Y2Z4	DOID:0111186
Q9Y2Z9	DOID:0070243
Q9Y345	DOID:0060698
Q9Y375	DOID:0112089
Q9Y397	DOID:0060824
Q9Y399	DOID:0111482
Q9Y3A0	DOID:0070244
Q9Y3A5	DOID:0060479
Q9Y3C4	DOID:0080247
Q9Y3D3	DOID:0111483
Q9Y3D9	DOID:0112115
Q9Y3I1	DOID:0060372
Q9Y3Q4	DOID:0110225|DOID:13884
Q9Y3R0	DOID:0111406
Q9Y3Z3	DOID:0050629|DOID:0060386
Q9Y458	DOID:0060613|DOID:0111826
Q9Y462	DOID:0112046
Q9Y463	DOID:0060612
Q9Y467	DOID:12270
Q9Y484	DOID:0110739
Q9Y487	DOID:0070134|DOID:0112171
Q9Y4A5	DOID:0112166
Q9Y4D2	DOID:0050971
Q9Y4F9	DOID:0110465
Q9Y4G2	DOID:0110945
Q9Y4G8	DOID:0111694
Q9Y4I1	DOID:0060831|DOID:0060832|DOID:0060834
Q9Y4J8	DOID:0060480
Q9Y4L1	DOID:0111974
Q9Y4U1	DOID:0050715
Q9Y4W2	DOID:0060814
Q9Y4W6	DOID:0050944|DOID:0050977
Q9Y4X0	DOID:0111859|DOID:0111860
Q9Y4Z2	DOID:0060779
Q9Y584	DOID:0112116
Q9Y586	DOID:0111802
Q9Y587	DOID:0110804
Q9Y592	DOID:0111125
Q9Y5C1	DOID:0111061
Q9Y5I7	DOID:0060880
Q9Y5K2	DOID:0110057
Q9Y5N6	DOID:0080514
Q9Y5P4	DOID:0070064
Q9Y5P6	DOID:0050588|DOID:0110294|DOID:0111233
Q9Y5Q3	DOID:0111534
Q9Y5R6	DOID:0111771|DOID:5557
Q9Y5S9	DOID:14699
Q9Y5U8	DOID:0080363
Q9Y5W7	DOID:0080066
Q9Y5X0	DOID:0110940
Q9Y5X4	DOID:0090059|DOID:0110399
Q9Y5Y5	DOID:0080483
Q9Y5Y6	DOID:0060720
Q9Y5Y9	DOID:0111730
Q9Y5Z9	DOID:0060456
Q9Y606	DOID:0111185
Q9Y617	DOID:0050723|DOID:0080075
Q9Y619	DOID:0050720
Q9Y625	DOID:0060288
Q9Y664	DOID:0060308
Q9Y672	DOID:0080555
Q9Y698	DOID:0070040
Q9Y6A1	DOID:0050588|DOID:0080571|DOID:0110297|DOID:0111229|DOID:0111237
Q9Y6B6	DOID:0060357
Q9Y6B7	DOID:0110799
Q9Y6C5	DOID:0050902|DOID:2512
Q9Y6D5	DOID:0050454
Q9Y6H1	DOID:0080504
Q9Y6H5	DOID:0060892|DOID:14330
Q9Y6H6	DOID:0110223
Q9Y6H8	DOID:0110253
Q9Y6J6	DOID:0050650|DOID:0110648
Q9Y6K1	DOID:9119
Q9Y6K9	DOID:0112003|DOID:12305|DOID:14793
Q9Y6M9	DOID:0112079
Q9Y6N9	DOID:0050439|DOID:0110473|DOID:0110826|DOID:0110830
Q9Y6Q6	DOID:0110946|DOID:0111542|DOID:5408
Q9Y6W8	DOID:12177
Q9Y6X0	DOID:0050458|DOID:0050908|DOID:0070059|DOID:8552|DOID:9119
Q9Y6X9	DOID:0110181
Q9Y6Y0	DOID:0112005
Q9Y6Y1	DOID:0050998
Q9Y6Z7	DOID:0060577
