UNIPROT_AC	DO_ID
P20823	DOID:0050524|DOID:0110757|DOID:0111102|DOID:0111366
P20839	DOID:0110216|DOID:0110388
P20849	DOID:0070301
P20908	DOID:13359|DOID:14720
P20916	DOID:0110820
P20929	DOID:0110928
P20930	DOID:0110098|DOID:1702
P20933	DOID:0050461
P20963	DOID:0111942
P21281	DOID:0080720
P21333	DOID:0050454|DOID:0080681|DOID:0111765|DOID:0111783|DOID:0111784|DOID:0111785|DOID:0111786|DOID:0111788|DOID:0112149|DOID:14711
P21359	DOID:0050458|DOID:0111253|DOID:0111683|DOID:9256
P21397	DOID:0060693
P21439	DOID:0070223|DOID:0070229|DOID:1949
P21549	DOID:0111670|DOID:2977
P21554	DOID:9970
P21583	DOID:0110590|DOID:0111373
P21589	DOID:0111582
P21675	DOID:0090057
P21757	DOID:10283|DOID:9206
P21802	DOID:0050331|DOID:0050462|DOID:0050660|DOID:0111337|DOID:10591|DOID:12960|DOID:14705|DOID:14768|DOID:2339
P21810	DOID:0111861|DOID:0112150
P21817	DOID:3529|DOID:8545
P21860	DOID:0060560
P21912	DOID:0050771|DOID:0050773|DOID:0080533
P21918	DOID:529
P21953	DOID:9269
P21964	DOID:0050741|DOID:5419
P22033	DOID:0060740
P22223	DOID:0110711|DOID:0111649
P22304	DOID:12799
P22309	DOID:2739|DOID:3803
P22314	DOID:0111827
P22413	DOID:0050644|DOID:0050949|DOID:0060887|DOID:9352
P22460	DOID:0050650
P22466	DOID:0060754
P22557	DOID:0060063|DOID:13270|DOID:8955
P22607	DOID:0050331|DOID:0060703|DOID:0080041|DOID:0111158|DOID:0111160|DOID:0111161|DOID:0111162|DOID:11054|DOID:13481|DOID:4362|DOID:4480|DOID:5557|DOID:6498|DOID:9538
P22612	DOID:0111048
P22626	DOID:0111384
P22674	DOID:0110600
P22695	DOID:0080114
P22735	DOID:0060655|DOID:0060656
P22748	DOID:0110404
P22830	DOID:13270
P22888	DOID:0111545
P22914	DOID:0110240
P23025	DOID:0110843
P23142	DOID:0060242
P23229	DOID:0060733
P23258	DOID:0090138
P23284	DOID:0110349
P23352	DOID:0090094
P23378	DOID:9268
P23381	DOID:0111212
P23415	DOID:0060695|DOID:0060696
P23434	DOID:9268
P23510	DOID:9074
P23526	DOID:0111039
P23560	DOID:0060731
P23760	DOID:0110948|DOID:0110949|DOID:0111336|DOID:4051|DOID:9258
P23763	DOID:0050772
P23769	DOID:0050908|DOID:0111947
P23771	DOID:0060878
P23786	DOID:0060235
P23942	DOID:0050661|DOID:0060863|DOID:0060866|DOID:0110383|DOID:10584|DOID:11105|DOID:9822
P23945	DOID:0080493|DOID:14450|DOID:5425
P23975	DOID:0111154
P24043	DOID:0110636
P24311	DOID:0111877
P24385	DOID:9538
P24386	DOID:9821
P24530	DOID:0050600|DOID:0110953
P24723	DOID:3526
P24752	DOID:14723
P24821	DOID:0110581
P24855	DOID:9074
P25054	DOID:0050424|DOID:0050902|DOID:0080409|DOID:0111349|DOID:10534|DOID:684
P25067	DOID:0110856|DOID:11555
P25092	DOID:0060780
P25101	DOID:0060365
P25189	DOID:0050540|DOID:0110152|DOID:0110157|DOID:0110158|DOID:0110200|DOID:11549
P25445	DOID:6688
P25705	DOID:0060333|DOID:0111498
P25942	DOID:0060023
P26038	DOID:0112001
P26358	DOID:0050968|DOID:0070158
P26367	DOID:0080610|DOID:0111383|DOID:0111531|DOID:11975|DOID:12270|DOID:12271
P26439	DOID:0050811
P26440	DOID:14753
P26639	DOID:0111870
P26678	DOID:0110324|DOID:0110439
P26842	DOID:0060708
P26998	DOID:0110268
P27352	DOID:0050734
P27539	DOID:0060772|DOID:0060856|DOID:6406|DOID:6419
P27544	DOID:0111451
P27635	DOID:0080241
P27708	DOID:0080419
P27918	DOID:0111768
P27986	DOID:0111454|DOID:0111949|DOID:2583
P28062	DOID:0050553
P28069	DOID:9406|DOID:9410
P28288	DOID:0111066
P28328	DOID:0080480
P28329	DOID:0110671
P28331	DOID:0112068
P28347	DOID:0111228
P28358	DOID:0111568
P28360	DOID:0050591|DOID:0080399|DOID:6678
P28472	DOID:0080447
P28482	DOID:0112161
P28715	DOID:0110849
P28799	DOID:0060672|DOID:0110732
P28845	DOID:0090140
P29033	DOID:0050565|DOID:0050658|DOID:0060871|DOID:0110475|DOID:0110564|DOID:0111339|DOID:0111505
P29084	DOID:0111872
P29120	DOID:0111698
P29317	DOID:0110229
P29320	DOID:9256
P29323	DOID:10283
P29371	DOID:0090071
P29400	DOID:0110034
P29460	DOID:0111285|DOID:0111950
P29597	DOID:0111989
P29965	DOID:0060022|DOID:0080544
P29973	DOID:0110377
P29992	DOID:0060701|DOID:0090108
P30038	DOID:0080543
P30153	DOID:0070066
P30301	DOID:0110251
P30518	DOID:0112121|DOID:12387
P30533	DOID:11830
P30566	DOID:0050762
P30613	DOID:0111077
P30793	DOID:0090043
P30968	DOID:0090078
P31040	DOID:0050773|DOID:0060537|DOID:0110435|DOID:3652
P31146	DOID:0060019
P31150	DOID:0112058
P31271	DOID:0060739|DOID:0111544
P31276	DOID:0111656
P31327	DOID:9280
P31371	DOID:0050794
P31415	DOID:0080089
P31513	DOID:0080361
P31629	DOID:0070073
P31639	DOID:9432
P31645	DOID:0050741|DOID:10933|DOID:2030
P31749	DOID:13482|DOID:1612|DOID:9256
P31751	DOID:9352
P31785	DOID:0060013|DOID:628
P31994	DOID:9074
P32004	DOID:0060246|DOID:10908|DOID:2476
P32243	DOID:0111806|DOID:9406
P32245	DOID:9970
P32322	DOID:0070137|DOID:0070138
P32754	DOID:0050727|DOID:0111362
P32927	DOID:12120
P32929	DOID:0090142
P33076	DOID:5812
P33527	DOID:0112168
P33897	DOID:10588
P33991	DOID:0111967
P33992	DOID:0080255
P34059	DOID:0111391
P34130	DOID:1067
P34949	DOID:0080554
P34981	DOID:0111836
P35219	DOID:0050997
P35221	DOID:0060864
P35222	DOID:0050902|DOID:0070049|DOID:0080264|DOID:1790|DOID:2394|DOID:452|DOID:5374|DOID:9256
P35225	DOID:4481
P35237	DOID:0110536
P35240	DOID:0111252|DOID:1790|DOID:3204
P35241	DOID:0110482
P35250	DOID:1928
P35270	DOID:0111168
P35453	DOID:0050689|DOID:0060242|DOID:0110971|DOID:0110972|DOID:0111819|DOID:14679
P35462	DOID:0111428|DOID:4990|DOID:5419
P35475	DOID:0060222|DOID:0111389|DOID:0111390|DOID:12798
P35498	DOID:0080422|DOID:0111183|DOID:0111294
P35499	DOID:0110682|DOID:0111538|DOID:14451|DOID:14452
P35520	DOID:9263
P35523	DOID:2106
P35527	DOID:0080223
P35548	DOID:0060285|DOID:2340
P35555	DOID:0050475|DOID:0111150|DOID:0111243|DOID:0111561|DOID:0111726|DOID:14323
P35556	DOID:0111595
P35557	DOID:0050524|DOID:0060639|DOID:0070216|DOID:0111100|DOID:9352
P35568	DOID:9352
P35573	DOID:2748
P35575	DOID:2749
P35579	DOID:0060651|DOID:0110548
P35606	DOID:0070281
P35609	DOID:0110428
P35625	DOID:0090114
P35637	DOID:0060198|DOID:0111431
P35638	DOID:5363
P35670	DOID:893
P35680	DOID:0111101|DOID:10283|DOID:9352
P35713	DOID:0111360|DOID:0111361
P35716	DOID:0070057
P35749	DOID:14004
P35869	DOID:0112142
P35908	DOID:0060877
P35913	DOID:0110375|DOID:0110863
P36021	DOID:0050631
P36222	DOID:5419
P36382	DOID:0050650|DOID:0080662
P36405	DOID:0112140
P36507	DOID:0111463
P36543	DOID:0070140
P36551	DOID:13269
P36776	DOID:0111274
P36871	DOID:0060728|DOID:0080570
P36888	DOID:9119
P36894	DOID:0050787|DOID:0060389|DOID:0111686
P36897	DOID:0070235|DOID:5585
P36955	DOID:0110350
P37023	DOID:1270
P37088	DOID:0060854|DOID:0080527
P37173	DOID:0070234|DOID:0070273|DOID:5041
P37198	DOID:4751
P37231	DOID:0070204|DOID:3070|DOID:9970
P37275	DOID:0110857|DOID:11555
P37287	DOID:0060284|DOID:0080139
P37840	DOID:0060367|DOID:0060892|DOID:0060895|DOID:12217|DOID:14330
P38117	DOID:0060358
P38159	DOID:0060826
P38398	DOID:1612|DOID:2394
P38405	DOID:0090055
P38435	DOID:0112173
P38484	DOID:0111995
P38571	DOID:0080217
P38606	DOID:0070129
P38646	DOID:0060335
P38935	DOID:0110171|DOID:0111064
P39019	DOID:0111895|DOID:1339
P39210	DOID:0080125|DOID:0111559
P39656	DOID:0080569
P39877	DOID:0111677
P39905	DOID:0050771|DOID:0060731
P40189	DOID:0080596
P40200	DOID:0111581
P40225	DOID:2224
P40238	DOID:0090118|DOID:2224|DOID:4971
P40259	DOID:2583
P40337	DOID:0050387|DOID:0050771|DOID:0060474|DOID:14175
P40692	DOID:0050465|DOID:0070274|DOID:1380|DOID:9256
P40763	DOID:0080545|DOID:3261
P40818	DOID:7004
P40855	DOID:0080486
P40879	DOID:0060296|DOID:0060774
P40926	DOID:0080433
P40939	DOID:0111277
P41091	DOID:0060801
P41159	DOID:0111334
P41180	DOID:0060699|DOID:0060700|DOID:0090107|DOID:0090109|DOID:0111322
P41181	DOID:12387
P41212	DOID:0111344|DOID:9119
P41219	DOID:0060193|DOID:332
P41221	DOID:0060766
P41225	DOID:0111388|DOID:0111762|DOID:0111779
P41227	DOID:0050781|DOID:0080636|DOID:0111799
P41229	DOID:0060809
P41235	DOID:0050524|DOID:0080760|DOID:0111099|DOID:9352
P41250	DOID:0110164|DOID:0111204
P41732	DOID:0112024
P42224	DOID:0111944|DOID:0111945|DOID:0111946
P42263	DOID:0060823
P42336	DOID:0080351|DOID:1612|DOID:2394|DOID:6498|DOID:684|DOID:9256
P42357	DOID:0060168
P42658	DOID:0070063
P42677	DOID:0111880
P42701	DOID:0111990
P42704	DOID:0111180
P42766	DOID:0111886
P42768	DOID:0112128|DOID:1588|DOID:9169
P42771	DOID:0111511|DOID:10041
P42858	DOID:12858
P42898	DOID:0080074|DOID:3526|DOID:5419|DOID:9263
P43003	DOID:0050994
P43004	DOID:0080442
P43005	DOID:0060650|DOID:0070093
P43026	DOID:0050790|DOID:0050794|DOID:0080051|DOID:0080052|DOID:0080788|DOID:0110965|DOID:0110970|DOID:0110977
P43034	DOID:0050453|DOID:0060469
P43080	DOID:0080314
P43235	DOID:0080038
P43243	DOID:0060212
P43246	DOID:0050465|DOID:0070271|DOID:1380|DOID:3883|DOID:9256
P43251	DOID:856
P43320	DOID:0110269
P43403	DOID:0111943
P43489	DOID:0111935
P43657	DOID:0110705
P43681	DOID:0060681|DOID:0060682
P43694	DOID:0050651|DOID:0110107|DOID:1657|DOID:6419
P43699	DOID:12859|DOID:3969
P43897	DOID:0111486
P45378	DOID:0111601
P45379	DOID:0110308|DOID:0110426|DOID:0111427
P45381	DOID:3613
P45452	DOID:0080030
P46019	DOID:0111042
P46020	DOID:0111040
P46100	DOID:0110030|DOID:0112125
P46527	DOID:0080137
P46531	DOID:0060227|DOID:0080332|DOID:0080333
P46777	DOID:0111879
P46778	DOID:0110709
P46783	DOID:0111884
P46937	DOID:0111249
P46976	DOID:0050579
P46977	DOID:0080572
P47804	DOID:0110394
P47869	DOID:0050741
P47895	DOID:0060841
P47989	DOID:0060236
P48023	DOID:6688
P48029	DOID:0050800
P48048	DOID:0110143
P48165	DOID:0110231|DOID:83
P48167	DOID:0060697
P48382	DOID:5812
P48431	DOID:0111801
P48436	DOID:0050463|DOID:0111763|DOID:0111775
P48449	DOID:0080582|DOID:0110267
P48506	DOID:0111681
P48544	DOID:0110654|DOID:446
P48547	DOID:0111447
P48551	DOID:0111994
P48637	DOID:0080699
P48651	DOID:0111507
P48668	DOID:0111710
P48728	DOID:9268
P48730	DOID:0110012
P48735	DOID:0111352|DOID:3070
P48740	DOID:0060225|DOID:0060575
P48764	DOID:0060777
P48775	DOID:0111703
P48788	DOID:0111600
P49238	DOID:0110024
P49281	DOID:0050642
P49335	DOID:0080783
P49411	DOID:0111494
P49419	DOID:0080768
P49454	DOID:0110595
P49459	DOID:0060820
P49588	DOID:0080451|DOID:0110177
P49590	DOID:0050857
P49638	DOID:0090028
P49639	DOID:0050682
P49675	DOID:0050811
P49711	DOID:0070051
P49715	DOID:9119
P49736	DOID:0110592
P49747	DOID:0070303|DOID:0080047
P49748	DOID:0080155
P49767	DOID:0070209
P49768	DOID:0110042|DOID:0110455|DOID:11870|DOID:2280|DOID:9255
P49770	DOID:0060868
P49773	DOID:0050526
P49798	DOID:5419
P49810	DOID:0110040|DOID:0110427
P49815	DOID:0080325|DOID:3319
P49821	DOID:0112082
P49902	DOID:0110797
P49917	DOID:0060021|DOID:0090012
P49918	DOID:0050885|DOID:5572
P49961	DOID:0110815
P50053	DOID:0111680
P50148	DOID:0111529|DOID:0111563
P50213	DOID:0112147
P50219	DOID:0111546
P50221	DOID:0080590
P50281	DOID:0080696
P50336	DOID:4346
P50402	DOID:0070246|DOID:11726
P50416	DOID:0090129
P50440	DOID:0050712|DOID:0080757|DOID:1062
P50443	DOID:0050648|DOID:0070300|DOID:0080055|DOID:14687
P50454	DOID:0110346|DOID:0111144
P50461	DOID:0110318|DOID:0110449
P50539	DOID:10283
P50542	DOID:0080477|DOID:0080622|DOID:0110854
P50548	DOID:2340
P50549	DOID:3369
P50570	DOID:0110197|DOID:0111223
P50747	DOID:859
P50851	DOID:12177
P50897	DOID:0110721|DOID:14503
P50993	DOID:0050635|DOID:0111182
P50995	DOID:0080225
P51149	DOID:0110159
P51157	DOID:0111024
P51159	DOID:0060833
P51160	DOID:0050795
P51168	DOID:0050477|DOID:0060854|DOID:0080526|DOID:9563
P51170	DOID:0080528
P51178	DOID:0080081
P51449	DOID:0111940
P51451	DOID:0111109
P51460	DOID:11383
P51530	DOID:0070009|DOID:0111519
P51531	DOID:5419
P51532	DOID:0070046
P51570	DOID:14695
P51571	DOID:0080574
P51572	DOID:0112123
P51580	DOID:0080172
P51587	DOID:0111089|DOID:1612
P51608	DOID:0060799|DOID:0060827|DOID:0111932|DOID:1206|DOID:1932
P51610	DOID:0111814
P51648	DOID:14501
P51649	DOID:0060175
P51654	DOID:0060248
P51659	DOID:0050857|DOID:0090031
P51681	DOID:0110759
P51687	DOID:0111270
P51688	DOID:0111395
P51690	DOID:0060292
P51787	DOID:0050650|DOID:0050793|DOID:0110644|DOID:2842|DOID:2843|DOID:9352
P51788	DOID:0111312|DOID:446
P51793	DOID:0112060
P51798	DOID:0110938|DOID:0110944
P51800	DOID:0110146
P51801	DOID:0110144|DOID:0110146
P51810	DOID:0050633|DOID:0111795
P51811	DOID:0112107
P51812	DOID:0112019|DOID:3783
P51843	DOID:0080156|DOID:0111777
P51857	DOID:0111069
P51955	DOID:0110359
P52333	DOID:0060008
P52429	DOID:0080388
P52565	DOID:0080389
P52701	DOID:0070272|DOID:1380|DOID:9256
P52732	DOID:0060349
P52788	DOID:0060802
P52815	DOID:0112113
P52895	DOID:0111773
P52926	DOID:13223
P52945	DOID:0050877|DOID:0111103|DOID:9352
P52952	DOID:0070125|DOID:0110112|DOID:1657|DOID:6406|DOID:6419|DOID:9955
P53007	DOID:0111619
P53420	DOID:0110033|DOID:0111365
P53597	DOID:0080128
P53634	DOID:1474|DOID:3389
P53672	DOID:0110237
P53673	DOID:0110271
P53674	DOID:0110270
P53680	DOID:0060702
P53701	DOID:0111808|DOID:0111875
P53708	DOID:14766
P53985	DOID:0070214
P54098	DOID:0080122|DOID:0080123|DOID:0111276|DOID:0111521|DOID:0111522|DOID:12558|DOID:3652
P54132	DOID:2717
P54136	DOID:0060791
P54253	DOID:0050954|DOID:1441
P54259	DOID:0060162
P54278	DOID:0070275
P54577	DOID:0110199
P54710	DOID:0060885
P54802	DOID:0110178|DOID:0111394
P54803	DOID:10587
P54819	DOID:0060020
P54821	DOID:0060341
P54845	DOID:0110397
P54851	DOID:0080386
P54886	DOID:0070131|DOID:0070132|DOID:0110824|DOID:0110825
P55000	DOID:0060862
P55011	DOID:0112159
P55017	DOID:0050450
P55064	DOID:0111707
P55072	DOID:0050881|DOID:0060205|DOID:0110168|DOID:0111385
P55075	DOID:0090086
P55084	DOID:0111277
P55157	DOID:1386
P55160	DOID:0112015
P55263	DOID:0111038
P55265	DOID:0050629|DOID:0060257
P55268	DOID:0060852|DOID:0080380
P55287	DOID:0080631
P55291	DOID:0070033
P55316	DOID:1206
P55344	DOID:0110263
P55771	DOID:0050591
P55895	DOID:0060010|DOID:0090013
P55916	DOID:9970
P56178	DOID:0090024
P56192	DOID:0110173
P56377	DOID:0060800
P56381	DOID:0060332
P56524	DOID:0111704
P56539	DOID:0060255|DOID:0080326|DOID:0110307|DOID:0110650|DOID:0111191|DOID:0111338|DOID:9007
P56556	DOID:0112097
P56589	DOID:0080484
P56645	DOID:0110013
P56693	DOID:0090111|DOID:0110955|DOID:0110956
P56696	DOID:0110558
P56705	DOID:0111526
P56715	DOID:0110390|DOID:1172
P56730	DOID:0060308
P57054	DOID:0080283
P57059	DOID:0080465
P57076	DOID:0110627
P57078	DOID:0060055
P57082	DOID:0111382
P57679	DOID:0111571|DOID:12714
P57727	DOID:0110527
P57740	DOID:0080385|DOID:0080498
P57775	DOID:0090025
P58012	DOID:14778|DOID:5426
P58304	DOID:0060839
P58335	DOID:0111669
P58743	DOID:0110513
P59046	DOID:0090063
P59103	DOID:5419
P59910	DOID:0110610
P60033	DOID:12177
P60174	DOID:0050884
P60201	DOID:0060786|DOID:0110773|DOID:3210
P60484	DOID:0050657|DOID:0060389|DOID:0060867|DOID:10283|DOID:1380|DOID:3070|DOID:5520|DOID:6457
P60709	DOID:0060229
P60880	DOID:0110683
P60891	DOID:0050566|DOID:0050647|DOID:0110210|DOID:0111260|DOID:0111739
P61011	DOID:0112135
P61073	DOID:0060591
P61244	DOID:0050771
P61254	DOID:0111892
P61266	DOID:0111301
P61313	DOID:0111882
P61328	DOID:0080425
P61353	DOID:0111893
P61626	DOID:0050636
P61764	DOID:0080436
P61769	DOID:0050636|DOID:0111981
P61812	DOID:0070233
P61916	DOID:0070114
P61960	DOID:0080296
P61966	DOID:0060483
P61981	DOID:0080282
P62070	DOID:0112170|DOID:2394
P62081	DOID:0111881
P62140	DOID:0080693
P62244	DOID:0111891
P62273	DOID:0111889
P62304	DOID:0110708
P62633	DOID:0050759
P62736	DOID:13099|DOID:14004
P62847	DOID:0111887
P62854	DOID:0111888
P62857	DOID:0111894
P62873	DOID:0070072
P62913	DOID:0111878
P63000	DOID:0080235
P63165	DOID:0080403
P63252	DOID:0050434|DOID:0050650|DOID:0050793
P63261	DOID:0060229|DOID:0110550
P63267	DOID:0060610
P63316	DOID:0110319|DOID:0110434
P68032	DOID:0110110|DOID:0110317|DOID:0110456
P68133	DOID:0080102|DOID:0110927|DOID:3191
P68366	DOID:0060355
P68431	DOID:3070
P68871	DOID:0080770|DOID:0111363|DOID:10923|DOID:12241
P69905	DOID:0110031|DOID:0111363|DOID:1099
P78314	DOID:1856
P78318	DOID:0060816
P78329	DOID:0080665
P78330	DOID:0050724
P78337	DOID:11836
P78363	DOID:0050817|DOID:0110015|DOID:0110354|DOID:0111013
P78364	DOID:0070287
P78381	DOID:0070265
P78382	DOID:0070258
P78385	DOID:0050472|DOID:0080251
P78386	DOID:0111658
P78504	DOID:6419|DOID:9245
P78508	DOID:0060484
P78509	DOID:0060751|DOID:0060902
P78527	DOID:0111961
P78549	DOID:0080411
P78560	DOID:0060308
P78562	DOID:0050445
P80365	DOID:4367
P80404	DOID:0060174
P81172	DOID:0111032
P82251	DOID:9266
P82279	DOID:0110079|DOID:0110358|DOID:0111541|DOID:10584
P82650	DOID:0080499|DOID:0111473
P82663	DOID:0112111
P82930	DOID:0111492
P83436	DOID:0070257
P83876	DOID:0080695
P84022	DOID:0070237|DOID:9256
P84074	DOID:0090038
P84243	DOID:3070
P98073	DOID:0111667
P98155	DOID:0050997
P98160	DOID:0090005|DOID:0090032
P98161	DOID:0080322|DOID:0110858
P98164	DOID:0090144
P98170	DOID:0060706
P98172	DOID:14737
P98174	DOID:6683
P98175	DOID:0111780
P98194	DOID:0050429
P99999	DOID:1588
Q00005	DOID:0050962
Q00059	DOID:0080337
Q00534	DOID:0070284
Q00577	DOID:0070061
Q00597	DOID:0111087
Q00604	DOID:0060844|DOID:0111413
Q00610	DOID:0080226
Q00653	DOID:12177
Q00839	DOID:0080418
Q00872	DOID:0060654|DOID:0111598
Q00973	DOID:0110777
Q00978	DOID:0111978
Q00LT1	DOID:0110405
Q01081	DOID:0050908
Q01201	DOID:0111992
Q01433	DOID:0060278|DOID:0110814
Q01453	DOID:0050540|DOID:0060843|DOID:0110148|DOID:0110153|DOID:10595|DOID:12842
Q01543	DOID:3369
Q01718	DOID:0080620|DOID:0080621
Q01831	DOID:0110844
Q01844	DOID:3369
Q01955	DOID:0110032|DOID:0110033|DOID:0111365
Q01968	DOID:0050699|DOID:1056
Q01973	DOID:0080263
Q01974	DOID:0060254|DOID:0060764|DOID:0110969
Q02078	DOID:3393
Q02094	DOID:0050641|DOID:0111562
Q02108	DOID:13099
Q02127	DOID:0111259
Q02224	DOID:0070283
Q02246	DOID:0111691
Q02318	DOID:4810
Q02388	DOID:0060642|DOID:0080086|DOID:0080224|DOID:0111345|DOID:0111347
Q02487	DOID:0110082
Q02548	DOID:9952
Q02556	DOID:0111985|DOID:0111986
Q02750	DOID:0111462|DOID:4253
Q02763	DOID:0050792
Q02809	DOID:0080734
Q02846	DOID:0110078|DOID:0110871|DOID:0111011|DOID:14791|DOID:980
Q02962	DOID:0090006|DOID:0111132
Q03135	DOID:0111137|DOID:14557
Q03252	DOID:0111450
Q03393	DOID:0090106
Q03395	DOID:0110383
Q03426	DOID:0050452
Q03431	DOID:0060387|DOID:0080020|DOID:0111341|DOID:0111732
Q03468	DOID:0060240|DOID:0110028|DOID:0112158|DOID:2962
Q03518	DOID:0060009
Q03519	DOID:0060009
Q03692	DOID:0080021
Q04446	DOID:2750
Q04656	DOID:0111196|DOID:0111272|DOID:1838
Q04671	DOID:0070096
Q04695	DOID:0111556
Q04721	DOID:2736|DOID:9245
Q04771	DOID:13374
Q04844	DOID:0110677|DOID:0110678|DOID:0110679|DOID:437
Q04900	DOID:0110587
Q05066	DOID:0111761|DOID:0111778|DOID:14448
Q05086	DOID:1932
Q05193	DOID:0080437
Q05469	DOID:0070206
Q05586	DOID:0070038
Q05639	DOID:0070068|DOID:0080463
Q05655	DOID:0110119
Q05823	DOID:10283
Q06136	DOID:0080250
Q06187	DOID:0060875|DOID:14179|DOID:612
Q06210	DOID:0110660
Q06330	DOID:0060227
Q06413	DOID:0070050
Q06495	DOID:0080077|DOID:0080655|DOID:0080758
Q06609	DOID:0111090|DOID:1612
Q06710	DOID:0070124
Q06787	DOID:0050879|DOID:14261|DOID:5426
Q07001	DOID:0080110|DOID:0110664|DOID:0110665|DOID:0110666
Q07020	DOID:0111896
Q07021	DOID:0111495
Q07617	DOID:0110607
Q07699	DOID:0050650|DOID:0080455|DOID:0110222|DOID:0111302
Q07837	DOID:0060858|DOID:9266
Q07889	DOID:0060466|DOID:0060582
Q07890	DOID:0060587
Q07954	DOID:0080751
Q08209	DOID:0080472
Q08289	DOID:0110221
Q08334	DOID:0110909
Q08357	DOID:0060230
Q08397	DOID:13641
Q08426	DOID:0080759
Q08499	DOID:14669
Q08828	DOID:0110501
Q08881	DOID:0060707
Q08J23	DOID:0060308
Q09428	DOID:0060334|DOID:0070216|DOID:0070219
Q09470	DOID:0050989
Q09472	DOID:1933
Q0D2K0	DOID:0060715
Q0IIM8	DOID:0070357
Q0VAK6	DOID:0110931
Q0VF96	DOID:0090122
Q0VG99	DOID:0050568
Q0ZGT2	DOID:0110326|DOID:0110424
Q0ZLH3	DOID:0110511
Q10469	DOID:0050571|DOID:0070253
Q10571	DOID:4586
Q10713	DOID:0050950|DOID:0080061
Q11203	DOID:0060308|DOID:0080414
Q12756	DOID:0070039|DOID:0070147|DOID:0110781
Q12768	DOID:0060565|DOID:0060571|DOID:0110823
Q12769	DOID:0080394
Q12778	DOID:4051
Q12794	DOID:0050809
Q12805	DOID:0060745
Q12809	DOID:0050793|DOID:0110645
Q12824	DOID:0070045|DOID:2129|DOID:3204
Q12840	DOID:0110763
Q12857	DOID:0060409
Q12860	DOID:0080101
Q12866	DOID:0110367
Q12879	DOID:2538
Q12882	DOID:14218
Q12904	DOID:0060790
Q12929	DOID:0110463
Q12934	DOID:0110264
Q12946	DOID:13042
Q12948	DOID:0080608|DOID:0110122
Q12965	DOID:0111131
Q12988	DOID:0111209
Q13002	DOID:0060308
Q13049	DOID:0110133|DOID:0110282
Q13057	DOID:0110740
Q13061	DOID:0060679
Q13093	DOID:2841
Q13117	DOID:0070187
Q13126	DOID:0080664
Q13127	DOID:0080280|DOID:0110556
Q13144	DOID:0060868
Q13148	DOID:0060201
Q13207	DOID:0070345
Q13216	DOID:0060240|DOID:2962
Q13224	DOID:0070036|DOID:0080444
Q13233	DOID:0111769
Q13253	DOID:0050788|DOID:0050789|DOID:0050794|DOID:0080787|DOID:0110975
Q13255	DOID:0080062|DOID:0080286
Q13285	DOID:0070169|DOID:0111764|DOID:0111772|DOID:5426
Q13286	DOID:0110731
Q13315	DOID:12704
Q13316	DOID:0050949
Q13326	DOID:0110277
Q13351	DOID:0111400
Q13367	DOID:0080448
Q13393	DOID:0080633
Q13402	DOID:0050439|DOID:0110477|DOID:0110543|DOID:0110826
Q13415	DOID:0060306|DOID:0080512
Q13424	DOID:0110653
Q13428	DOID:0080789|DOID:2908
Q13432	DOID:0111987
Q13443	DOID:0111020
Q13454	DOID:0060308
Q13461	DOID:0080607|DOID:0110230
Q13472	DOID:0111524
Q13480	DOID:0110484
Q13485	DOID:0050787|DOID:0111543|DOID:4905|DOID:9256
Q13488	DOID:0110942|DOID:13533
Q13495	DOID:10892
Q13496	DOID:0111225
Q13501	DOID:0080718|DOID:0110068|DOID:5408
Q13507	DOID:0111744
Q13509	DOID:0080143|DOID:0090131|DOID:0090137
Q13510	DOID:0050464|DOID:0111527
Q13515	DOID:0110239
Q13535	DOID:0050569|DOID:0070007
Q13546	DOID:0111952
Q13554	DOID:0080230
Q13562	DOID:0111104|DOID:9352
Q13563	DOID:0110859
Q13568	DOID:0110895|DOID:7148
Q13586	DOID:0060354|DOID:0080089|DOID:0111970
Q13588	DOID:0111642
Q13608	DOID:0080479|DOID:0080624
Q13609	DOID:9074
Q13614	DOID:0110191
Q13621	DOID:0110142|DOID:445
Q13627	DOID:0070037
Q13635	DOID:0110876|DOID:2512
Q13651	DOID:0110899
Q13683	DOID:0110639
Q13698	DOID:14452
Q13702	DOID:0110675|DOID:0111378
Q13705	DOID:0050545
Q13724	DOID:0070254
Q13751	DOID:0060737|DOID:0060738|DOID:0110054
Q13753	DOID:0060737
Q13813	DOID:0080438
Q13825	DOID:0060336|DOID:0110002
Q13873	DOID:14557|DOID:5453
Q13885	DOID:0090135
Q13936	DOID:0060173|DOID:0110220
Q13950	DOID:0111513|DOID:13994
Q13956	DOID:0050795
Q13976	DOID:14004
Q14003	DOID:0050963
Q14028	DOID:0110402
Q14031	DOID:0111740
Q14050	DOID:0070304
Q14055	DOID:0070298
Q14108	DOID:0111444
Q14117	DOID:0111629
Q14118	DOID:0110293|DOID:0111232
Q14123	DOID:0112165
Q14126	DOID:0110081|DOID:0110458
Q14191	DOID:5688|DOID:9256
Q14203	DOID:0060193|DOID:0060486|DOID:0111202|DOID:332
Q14204	DOID:0070043|DOID:0070348|DOID:0070351|DOID:0110175
Q14232	DOID:0060868
Q14315	DOID:0080096|DOID:0110327|DOID:0111190
Q14320	DOID:0050764
Q14331	DOID:0111192
Q14332	DOID:0060288
Q14353	DOID:0050799
Q14376	DOID:0111458
Q14432	DOID:0111247
Q14435	DOID:0111063
